qPE,fprompt,subeventN,eventTime,numEarlyPulses,fmaxpe,neckVetoN,chargetopring,chargesecondring,chargebottomring,chargesecondbottomring,chargethirdbottomring,pulseindexfirstgar,nSCBayes,rprompt60Bayes,mblikelihoodX,mblikelihoodY,mblikelihoodZ,mblikelihoodR,timefit2X,timefit2Y,timefit2Z,deltat,ar40recoils,multiplerecoils
35628.7,0.268084,1,2538.86,0,0.023419,0,461.07,515.697,491.805,504.073,501.567,7,31250.4,0.246891,-219.76,-583.179,31.7289,624.018,-262.276,-615.002,23.0727,1.83003e+09,0,0
24261.2,0.286619,1,2532.6,1,0.0277506,0,305.786,305.567,374.174,446.046,382.81,0,21148.4,0.265171,509.712,89.9947,-257.602,578.156,608.362,537.131,175.217,1.76531e+09,9,1
22711.6,0.313756,1,2541.17,0,0.0212037,0,365.499,395.961,361.389,322.927,331.836,0,19677.9,0.300306,-396.471,389.266,373.337,669.401,-416.085,441.227,432.932,1.1599e+09,13,1
108.368,0.652245,1,2500.69,0,0.0850904,0,0,2.88349,0,1.31736,0.865904,1,104.76,0.656069,-535.154,-444.224,374.882,790.102,-545.018,-485.913,401.178,4.72773e+09,1,0
22955.4,0.27885,1,2525.68,0,0.0398353,0,264.316,273.059,342.27,365.256,338.191,12,20068.1,0.263748,404.478,-545.243,-148.512,694.945,408.425,-560.457,-134.165,4.72922e+08,5,1
39266,0.273683,1,2532.42,3,0.0196064,0,436.09,479.384,1057.76,1130.93,1159.28,2,34459,0.251603,-211.836,-321.461,-403.131,557.428,-208.588,-373.217,-417.941,7.12981e+07,1,0
15671.3,0.271386,1,2524,1,0.0185144,0,207.07,222.415,224.976,251.352,255.433,1,13578.4,0.255263,512.515,-199.989,79.2341,555.828,-99999,-99999,-99999,8.05978e+06,0,0
15282.4,0.274172,1,2496.75,0,0.063016,0,171.563,183.175,180.276,224.625,186.659,1,13325.6,0.256268,-644.255,-319.458,306.734,781.795,-631.919,-332.209,278.933,0,0,0
76.3105,0.793247,1,2506.8,2,0.0990312,0,2.32837,0.469943,1.76501,1.12948,0,6,81.9864,0.745785,666.51,438.906,-292.444,849.939,646.529,393.857,-274.447,6.21286e+08,1,0
128.508,0.347484,1,2506.09,0,0.122983,0,0.590371,0.596298,1.36143,2.75212,4.56486,6,132.845,0.31648,-404.744,365.269,-616.844,823.247,-308.363,390.442,-651.748,1.15079e+09,0,0
2848.17,0.266827,1,2518.6,0,0.0417739,0,34.1203,35.3085,241.436,205.568,196.26,12,2460.69,0.252148,-155.729,96.3412,-693.675,717.438,-216.718,64.9086,-696.904,1.89365e+09,0,0
18596.1,0.285512,1,2512.64,0,0.044039,0,218.506,239.261,229.005,285.69,228.62,4,16156.5,0.266185,-356.135,-621.86,187.863,740.834,-406.204,-694.137,231.877,2.44786e+09,1,0
15933.4,0.272288,1,2519.58,0,0.0354247,0,316.967,289.878,179.396,192.814,204.899,1,13777.7,0.258014,296.833,448.755,422.866,684.329,313.206,461.632,429.645,0,0,0
548.268,0.698259,1,2502.72,0,0.0598896,0,1.74942,7.0344,11.5496,6.39994,8.03656,5,498.755,0.714502,-563.041,320.112,-394.073,758.142,-516.679,498.112,-430.587,2.79908e+07,8,1
13808.6,0.262405,1,2495.12,0,0.0875016,0,155.221,129.569,187.53,193.261,194.647,12,12044.5,0.24157,410.729,-646.202,-249.246,805.232,404.243,-636.821,-220.539,2.44722e+08,0,0
28460.4,0.286596,1,2532.47,0,0.00969596,0,711.916,722.556,449.39,456.335,410.861,0,24799.3,0.265128,-201.91,256.638,238.945,404.63,-248.408,299.131,327.548,1.81149e+09,10,1
798.1,0.67758,1,2502.56,0,0.087247,0,16.5341,9.68321,4.0515,9.6733,9.39648,1,727.546,0.703568,708.955,355.383,-191.426,815.818,690.046,344.258,-210.778,1.0984e+09,4,1
41995.1,0.270051,1,2541.41,0,0.0382546,0,531.905,540.951,650.863,766.963,719.481,19,37115.4,0.250082,64.754,-641.636,-329.27,724.092,51.4626,-605.429,-314.945,3.74513e+08,0,0
50.2928,0.880256,1,2505.88,0,0.330699,0,0,0,0,0,1.77402,9,47.6613,0.93304,-605.173,-342.137,-487.783,849.25,-99999,-99999,-99999,6.82334e+08,0,0
43289.9,0.274078,1,2538.74,0,0.00954033,0,679.363,761.056,635.644,765.724,648.135,0,37771,0.256439,-244.728,-322.971,93.9616,415.97,-284.084,-386.961,143.324,7.14238e+07,0,0
42638.9,0.273452,1,2546.08,1,0.00732853,0,964.92,912.093,615.335,730.852,755.709,1,37340.9,0.254267,-126.519,-113.36,119.55,207.725,-121.162,-132.327,202.247,2.7278e+09,0,0
121.726,0.618669,1,2476.34,0,0.0515151,0,0,0.976882,2.11931,0.561585,0.914609,2,123.636,0.615877,378.65,602.46,173.39,732.392,298.383,632.14,166.838,0,4,1
7847.17,0.290325,1,2473.29,0,0.0512091,0,69.3915,113.065,117.917,127.606,103.317,5,6724.77,0.278171,675.828,269.768,81.9161,732.276,744.766,266.521,76.0382,1.81733e+08,5,1
27.2003,0.88033,1,2480,2,0.797038,0,1.02555,21.6797,0,0,0,0,26.1841,0.896559,110.286,-324.62,777.761,849.973,-99999,-99999,-99999,1.80612e+09,0,0
17277,0.269224,1,2516,0,0.0859127,0,195.785,223.686,547.815,734.983,1055.73,10,15256.8,0.245971,-24.7129,-420.363,-712.336,827.489,-36.0173,-408.405,-725.378,2.5852e+08,0,0
43299,0.269383,1,2526,0,0.01399,0,543.025,580.589,2096.1,2183.59,1913.53,23,37940.8,0.252675,76.4865,100.806,-568.062,581.985,115.031,122.677,-559.796,1.48545e+09,0,0
385.197,0.649081,1,2494.31,0,0.107951,0,8.38478,3.77704,3.16776,4.19488,4.93838,1,352.608,0.679222,-558.825,-239.034,-593.805,849.722,-521.68,-231.624,-562.536,1.47786e+09,2,1
71.4511,0.482111,1,2401.21,0,0.122543,0,0,1.27617,1.09495,0,1.85577,5,57.7254,0.346887,-437.003,-596.706,242.594,778.384,-426.53,-648.963,302.252,1.47246e+08,2,1
3732.67,0.279208,1,2544.03,0,0.0262726,0,73.3658,76.0712,44.451,53.5236,34.8123,0,3205.78,0.265959,439.741,-176.399,390.377,613.908,468.357,-237.856,511.4,5.59867e+08,0,0
14654.6,0.27616,1,2518.67,1,0.0412715,0,218.569,253.864,190.83,208.7,171.777,2,12745.3,0.252416,-528.831,-159.547,447.564,710.937,-550.969,-194.788,498.127,0,0,0
20537.2,0.322762,1,2530.38,0,0.0268208,0,257.956,283.131,411.494,509.376,509.434,0,17936,0.276621,-298.075,352.135,-373.465,593.568,-351.594,392.61,-429.183,2.94018e+09,23,1
12361.4,0.274154,1,2499.79,1,0.0392258,0,150.556,148.938,151.728,185.063,201.837,2,10711.4,0.254701,-364.062,610.094,39.8093,711.576,-418.847,671.006,33.0647,8.90796e+08,0,0
4093.25,0.262943,1,2528.81,0,0.0606242,0,60.1896,34.577,82.8326,66.2731,79.0746,13,3512.78,0.249956,-309.57,501.528,-489.73,766.29,-331.37,502.104,-495.947,6.47924e+07,0,0
1816.56,0.266798,1,2537.54,0,0.0270518,0,16.7437,21.41,33.6556,22.6813,27.324,0,1554.16,0.241042,-296.813,524.475,274.6,662.252,-146.384,649.222,268.688,5.51309e+08,0,0
331.331,0.321104,1,2539.51,0,0.242966,0,2.18894,2.45923,1.57321,7.34288,4.12145,3,296.343,0.299608,-85.1957,807.342,-250.163,849.495,-94.894,791.709,-254.887,4.175e+08,0,0
148.1,0.360338,1,2307.69,0,0.0734409,0,0.683739,2.00921,0,3.19823,6.21999,3,133.886,0.344809,-749.104,19.5224,399.056,848.99,-483.652,-424.366,-531.563,1.83158e+09,5,1
24.4793,0.831272,1,2444,0,0.628764,0,0,0,0,0,0.219962,1,23.8313,0.913054,89.0482,-843.508,53.8835,849.905,-99999,-99999,-99999,2.41527e+09,0,0
29536,0.285687,1,2533.01,0,0.0365648,0,336.492,344.836,408.16,447.857,400.009,5,25812,0.270817,677.814,229.559,-34.2118,716.449,701.805,231.63,-32.4989,0,4,1
9839.05,0.271386,1,2500.09,0,0.0221707,0,130.19,137.373,220.811,248.848,242.702,0,8498.65,0.253202,-280.275,-319.096,-433.224,606.678,-282.196,-324.36,-454.546,7.70276e+07,0,0
16448,0.272564,1,2502.23,0,0.0329381,0,218.925,188.394,223.218,269.697,182.44,8,14198.2,0.250092,294.072,-636.289,-4.49,700.972,339.87,-633.9,-8.9455,1.76881e+09,2,1
15739.5,0.284123,1,2525.38,0,0.00983159,0,207.84,264.542,296.337,323.416,315.177,1,13635.8,0.265517,-185.613,284.335,-172.23,380.738,-187.858,301.037,-131.756,1.58061e+08,0,0
299.365,0.692279,1,2482.24,0,0.0299984,0,0.833301,5.76242,0.928866,6.46012,6.34409,0,284.155,0.650995,538.039,231.431,198.488,618.42,167.585,192.304,307.768,1.27689e+09,4,1
293.189,0.75131,1,2498.33,1,0.112216,0,0,2.66717,4.20667,2.2003,1.93847,5,288.05,0.715092,625.176,-528.002,42.7994,819.429,630.7,-496.694,68.3595,6.25304e+08,1,0
15855.9,0.276466,1,2514.32,1,0.011737,0,409.465,374.458,218.865,237.044,218.664,0,13771.1,0.257448,-201.467,-210.696,243.874,380.074,-298.706,-250.572,360.949,1.41991e+09,3,1
24088.7,0.270517,1,2517.54,0,0.0230189,0,268.782,290.224,508.985,575.285,507.725,7,20993.4,0.252546,277.782,-403.013,-422.591,646.657,285.846,-398.146,-428.243,4.09913e+08,0,0
43281,0.266051,1,2541.04,0,0.0446553,0,553.023,538.184,1853.02,2626.77,2726.32,26,38351,0.2415,-173.059,-265.566,-672.474,743.435,-202.038,-261.703,-643.302,5.85605e+08,0,0
42080.7,0.272091,1,2529.03,0,0.0169411,0,1076.82,1055.32,552.354,599.531,520.224,1,36839,0.254799,224.386,-346.159,340.732,535.045,225.854,-399.748,387.576,0,1,0
39872,0.269609,1,2547.66,0,0.0337983,0,485.285,519.045,858.039,941.921,986.703,10,35146.9,0.247161,-136.639,509.368,-417.841,672.843,-160.34,539.997,-437.014,2.00042e+09,0,0
11595,0.311494,1,2509.05,0,0.0503746,0,146.43,161.191,146.24,154.394,127.949,0,9999.32,0.300094,-260.76,-609.588,354.037,751.621,-287.987,-567.033,352.483,8.76416e+08,4,1
7197.39,0.262405,2,6428.92,0,0.0364928,0,92.6531,80.8128,110.739,94.0937,82.3029,6,6246.29,0.232988,429.845,527.476,59.6062,683.045,-99999,-99999,-99999,7.36408e+08,1,0
43658.9,0.279869,1,2546.88,2,0.010005,0,586.812,628.688,934.121,980.092,909.634,5,38076.8,0.262807,71.6805,-326.097,-258.692,422.373,-75.0731,-648.956,-414.198,7.05642e+08,0,0
18222.1,0.287032,1,2522.12,0,0.0154728,0,218.815,275.26,628.132,697.912,671.942,14,15781.9,0.271998,271.504,48.0303,-474.244,548.57,319.811,74.0144,-488.413,1.10062e+09,6,1
15777.1,0.273658,1,2508,0,0.0737131,0,152.56,189.152,218.898,232.231,245.917,24,13801.5,0.248707,-298.927,-709.205,-141.319,782.496,-99999,-99999,-99999,4.61621e+08,0,0
757.413,0.714489,1,2493.06,0,0.0416619,0,9.48305,5.38556,11.9098,12.9318,6.532,0,702.295,0.714174,-602.989,-189.55,379.239,737.121,-591.826,-208.332,414.273,0,2,1
134.226,0.663501,1,2508.66,1,0.0922091,0,0,1.02593,1.11011,4.0437,1.03602,2,133.499,0.683043,-189.119,667.024,-355.561,779.173,-213.983,673.739,-364.687,1.74697e+09,1,0
155.9,0.411223,1,2437.58,0,0.101311,0,1.2077,0,0,2.82115,2.62142,1,119.29,0.487191,124.727,-666.81,403.439,789.276,58.0189,-670.324,495.803,4.23268e+09,5,1
2210.31,0.269684,1,2529.94,0,0.0902797,0,29.1163,36.467,34.0651,33.5213,32.1159,4,1907.78,0.243257,103.955,-783.356,-253.626,829.928,83.2023,-773.752,-254.356,2.91275e+09,0,0
24.4362,1,1,2453.62,0,0.159638,0,0,0,0,0,1.1519,256,24.2569,0.983199,506.528,240.212,-638.505,849.683,-99999,-99999,-99999,3.05797e+09,0,0
14241.1,0.268452,1,2524.33,0,0.0180561,0,246.173,305.716,178.04,190.279,172.356,1,12307.6,0.246799,461.583,-33.5072,363.905,588.735,499.851,-16.7643,389.23,9.63607e+08,0,0
33763.7,0.270977,1,2525.36,0,0.0103562,0,408.367,439.008,1373.93,1345.47,1251.94,0,29626.1,0.251888,66.4433,-131.511,-472.691,495.123,84.4214,-162.492,-479.058,0,0,0
450.761,0.313114,1,2421.36,0,0.0172848,0,18.7243,16.3682,6.00138,5.49652,5.22257,0,412.353,0.284859,-140.778,6.65555,288.977,321.513,-330.111,-42.9551,470.836,2.30691e+08,0,0
38042.3,0.272578,1,2539.55,1,0.010692,0,740.562,659.436,581.995,720.694,592.888,1,33037.9,0.258023,-153.269,-326.976,99.9338,374.688,-190.458,-384.488,158.27,3.35136e+09,0,0
94.4616,0.455545,1,2447.2,0,0.045717,0,1.44634,2.6858,1.02868,3.01243,0.956061,5,93.3082,0.263028,-628.128,-264.682,150.336,697.998,79.527,-385.177,-205.345,1.10996e+09,5,1
22.1004,0.950323,1,2472,0,0.892692,0,0,0,0,0,0,256,21.8464,0.997126,85.4249,-781.086,-324.193,849.997,-99999,-99999,-99999,2.95151e+09,0,0
1278.74,0.290139,1,2506.18,1,0.0974611,0,8.72213,11.4441,32.4431,23.8628,27.7332,16,1111.27,0.261761,-760.371,-223.72,-212.191,820.512,-737.234,-211.402,-230.103,5.27606e+08,0,0
3557.74,0.675388,1,2445.96,0,0.0246349,0,45.3766,39.6751,57.5487,45.2456,55.07,0,3150.86,0.52456,-563.951,-247.643,-153.378,634.738,-726.224,-67.0976,-27.0253,1.45383e+08,20,1
274.172,0.642515,1,2473.18,0,0.0358111,0,2.57826,3.92259,5.55205,2.95078,5.19982,8,263.498,0.657471,-279.049,639.675,-15.063,698.054,-299.83,647.409,16.4666,2.43357e+09,4,1
223.9,0.394738,1,2323.79,0,0.049912,0,4.55924,12.7145,2.5164,0.931488,4.74034,3,193.86,0.283488,-234.95,352.195,226.569,480.184,-214.862,232.176,307.432,3.11661e+08,10,1
2357.72,0.579769,1,2421.13,0,0.0137692,0,41.8811,28.2308,34.5637,35.1695,25.3482,0,2001.1,0.388565,-53.3276,383.479,144.447,413.237,136.112,574.748,391.839,0,13,1
25528.5,0.283424,1,2526.04,0,0.0240407,0,296.179,322.54,387.886,359.804,409.229,1,22309.6,0.259474,298.689,-566.078,-21.1926,640.397,298.771,-596.236,-24.673,3.30626e+08,11,1
344.731,0.694796,1,2500.31,0,0.0275541,0,6.61178,7.97004,10.6962,3.09837,4.3865,1,331.244,0.70282,444.352,20.9735,250.664,510.609,449.548,-33.3404,365.218,7.66782e+08,2,1
15330.4,0.272638,1,2513.81,0,0.0786999,0,156.878,167.414,398.004,560.262,435.618,8,13486.6,0.250009,460.32,29.6575,-671.154,814.384,457.747,24.8272,-635.253,1.00084e+08,0,0
4331.34,0.437499,1,2471.37,0,0.0102041,0,130.32,128.114,54.4208,72.0017,53.491,0,3778.66,0.425401,132.362,-19.1494,263.628,295.611,-6.76617,-173.025,181.716,1.47119e+09,13,1
1575.85,0.266734,1,2532.47,0,0.0941603,0,19.6174,10.765,24.5833,11.1287,14.9028,7,1363.47,0.244676,355.901,711.995,-126.028,805.906,346.393,724.032,-106.025,9.27066e+07,0,0
28.3641,0.80641,1,2466.78,0,0.129313,0,0,0,0,0,0,0,28.7731,0.85158,-459.501,-367.553,613.153,849.82,-99999,-99999,-99999,2.50139e+08,0,0
1720.83,0.290536,1,2521.21,1,0.137398,0,26.7891,19.8212,74.3758,284.262,97.9386,7,1509.4,0.264472,136.923,-296.14,-759.881,826.962,141.252,-323.865,-735.064,3.64206e+09,0,0
25880.4,0.2682,1,2538.9,0,0.0258303,0,320.443,285.412,412.484,430.894,390.603,2,22514.7,0.254748,527.45,-372.943,-88.9243,652.071,548.139,-400.053,-100.48,4.23336e+08,0,0
1396.86,0.529505,1,2457.88,0,0.0692878,0,32.0438,8.4228,63.2517,94.1554,121.49,3,1226.82,0.519242,-327.085,-47.7037,-707.214,780.648,-312.64,-96.4472,-730.009,0,21,1
28880.6,0.286108,1,2531.16,0,0.0292184,0,417.098,407.299,361.189,414.644,393.24,1,25243.7,0.275595,-93.4914,-604.354,271.109,668.943,-81.2156,-596.828,303.106,1.54479e+09,5,1
650.502,0.719642,1,2509.49,0,0.112895,0,9.39175,7.19934,5.97333,12.2913,9.17499,0,606.538,0.738322,522.446,590.407,105.678,795.423,361.943,727.276,66.1748,1.2493e+09,3,1
238.571,0.64725,1,2482.76,0,0.17504,0,3.6472,1.06885,2.1639,3.35902,6.65623,0,213.612,0.6911,209.827,-660.475,492.085,849.942,195.55,-625.592,513.416,6.66956e+08,1,0
7038.56,0.296049,1,2486.66,0,0.0428714,0,101.396,85.4427,125.599,124.921,109.307,0,6072.48,0.285118,-371.466,542.529,-303.249,724.074,-369.316,565.962,-309.178,3.34467e+08,1,0
9155.03,0.480933,2,15001.6,1,0.0198223,0,108.057,132.944,128.993,133.554,147.258,3,8238.74,0.429358,280.454,-475.114,142.167,569.736,-99999,-99999,-99999,1.63047e+09,2,1
613.475,0.312617,1,2473.08,0,0.0200456,0,11.0611,22.2711,4.80678,5.6957,4.2288,0,561.966,0.289075,292.692,-285.315,380.632,558.528,322.865,-292.777,429.424,9.43589e+08,0,0
923.895,0.281076,1,2508.65,0,0.139522,0,12.6168,9.79922,18.3844,10.5065,14.4287,9,819.861,0.261372,237.897,-781.694,-32.0723,817.722,227.459,-791.294,-55.445,2.29545e+09,0,0
258.191,0.543822,1,2451.63,0,0.0731055,0,2.52694,5.01842,1.01367,2.23256,7.17253,1,221.98,0.608582,-745.998,126.278,237.46,792.998,-755.026,138.46,233.272,1.40301e+08,3,1
19.6556,1,1,2408.51,1,0.629409,0,0,0,0,0,0,4,21.0155,1,-769.951,150.387,327.106,849.964,-764.908,143.537,322.705,0,0,0
30.7415,0.814501,1,2477.09,0,0.830716,0,0,0,0,0,0.955435,256,27.8336,0.944143,-335.014,506.272,-594.838,849.928,-99999,-99999,-99999,1.12844e+09,0,0
732.482,0.260977,1,2454.98,0,0.0667966,0,8.93419,4.42568,16.3697,19.8571,5.94114,1,610.197,0.235424,-608.822,439.728,225.992,784.281,-586.864,454.906,237.112,1.35646e+09,0,0
6007.77,0.278987,1,2424.41,0,0.0539389,0,132.486,90.4273,80.0987,77.3267,77.2701,1,5151.67,0.255787,-560.698,-81.4139,472.491,737.738,-588.597,-87.6014,487.134,1.36067e+08,0,0
42378.6,0.275255,1,2539.49,0,0.00717878,0,918.781,1005.86,667.689,723.37,643.198,0,37023.1,0.254113,-182.626,-123.568,144.325,263.536,-255.251,-114.286,285.077,2.73721e+09,0,0
14852.5,0.27694,1,2512,0,0.0645485,0,183.838,171.685,279.433,268.328,266.909,1,12881,0.252352,442.416,420.099,-501.855,789.983,-99999,-99999,-99999,3.87754e+09,0,0
27.1653,0.852469,1,2480,0,0.483692,0,0,1.39958,0,0,2.4062,2,24.2256,0.851154,-489.072,624.515,-305.42,849.995,-463.507,637.884,-291.709,0,0,0
10691.4,0.295329,1,2492.24,0,0.0117339,0,162.61,164.966,351.807,357.109,315.053,0,9248.46,0.278087,175.686,126.397,-413.583,466.79,196.619,139.585,-451.397,1.79764e+08,10,1
15775,0.269269,1,2517.03,0,0.0821797,0,166.6,156.737,199.838,259.915,204.904,4,13751.7,0.249894,146.711,-791.49,52.8126,806.703,141.643,-769.513,35.1496,2.09069e+07,0,0
28214.9,0.266182,1,2525.72,0,0.0447532,0,318.329,382.374,330.881,378.244,344.001,2,24850.7,0.244798,680.608,27.9525,327.613,755.869,665.378,37.642,308.397,4.75375e+09,0,0
563.152,0.297347,1,2447.21,0,0.0779917,0,5.41901,4.52515,23.9875,18.3034,50.7389,7,510.619,0.283695,-409.237,22.4894,-677.663,791.965,-379.42,-51.599,-614.4,2.27124e+09,1,0
21321.3,0.280018,1,2527.08,0,0.0536649,0,276.29,300.916,297.029,332.367,285.341,6,18560.9,0.261593,571.766,-375.543,-24.0455,684.491,587.13,-425.07,29.5435,7.0405e+08,2,1
